,CAS,Broad_MOA,Specific_MOA,Chemical,Genus,Species,Taxa,Conc,Meets.Model,Water,Units
1067,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Daphnia,Daphnia magna,Crustacean,0.19,TRUE,FW,ug/L
1068,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Fundulus,Fundulus grandis,Fish,1.8,TRUE,SW,ug/L
1069,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus fossarum,Crustacean,1.016711,TRUE,FW,ug/L
1070,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus lacustris,Crustacean,0.11,TRUE,FW,ug/L
1071,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,3.1,TRUE,FW,ug/L
1072,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,0.43,TRUE,FW,ug/L
1073,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,0.23,TRUE,FW,ug/L
1074,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,0.23,TRUE,FW,ug/L
1075,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,3.1,TRUE,FW,ug/L
1076,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,0.38,TRUE,FW,ug/L
1077,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,0.24,TRUE,FW,ug/L
1078,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Gammarus,Gammarus pulex,Crustacean,0.23,TRUE,FW,ug/L
1079,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.138,TRUE,FW,ug/L
1080,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0891,TRUE,FW,ug/L
1081,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0859,TRUE,FW,ug/L
1082,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.085,TRUE,FW,ug/L
1083,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0809,TRUE,FW,ug/L
1084,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0764,TRUE,FW,ug/L
1085,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.074,TRUE,FW,ug/L
1086,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0718,TRUE,FW,ug/L
1087,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0717,TRUE,FW,ug/L
1088,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0707,TRUE,FW,ug/L
1089,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.07,TRUE,FW,ug/L
1090,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.04,TRUE,FW,ug/L
1091,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.0427,TRUE,FW,ug/L
1092,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Hyalella,Hyalella azteca,Crustacean,0.051,TRUE,FW,ug/L
1093,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ictalurus,Ictalurus punctatus,Fish,280,TRUE,FW,ug/L
1094,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ictalurus,Ictalurus punctatus,Fish,806,TRUE,FW,ug/L
1095,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Lampsilis,Lampsilis siliquoidea,Mollusc,250,TRUE,FW,ug/L
1096,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Lepomis,Lepomis macrochirus,Fish,5.8,TRUE,FW,ug/L
1097,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Lepomis,Lepomis macrochirus,Fish,3,TRUE,FW,ug/L
1098,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Lepomis,Lepomis macrochirus,Fish,2.5,TRUE,FW,ug/L
1099,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Lepomis,Lepomis macrochirus,Fish,1.8,TRUE,FW,ug/L
1100,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Lepomis,Lepomis macrochirus,Fish,2.4,TRUE,FW,ug/L
1101,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia menidia,Fish,3,TRUE,SW,ug/L
1102,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia menidia,Fish,1.7,TRUE,SW,ug/L
1103,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia menidia,Fish,3,TRUE,SW,ug/L
1104,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia menidia,Fish,1.1,TRUE,SW,ug/L
1105,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia menidia,Fish,4.1,TRUE,SW,ug/L
1106,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia menidia,Fish,2.4,TRUE,SW,ug/L
1107,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,0.89,TRUE,SW,ug/L
1108,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,0.42,TRUE,SW,ug/L
1109,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,1.3,TRUE,SW,ug/L
1110,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,0.9,TRUE,SW,ug/L
1111,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,0.4,TRUE,SW,ug/L
1112,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,3.9,TRUE,SW,ug/L
1113,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Menidia,Menidia peninsulae,Fish,1.8,TRUE,SW,ug/L
1114,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Molanna,Molanna angustata,Insect,1.86,TRUE,FW,ug/L
1115,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Molanna,Molanna angustata,Insect,1.86,TRUE,FW,ug/L
1116,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Mugil,Mugil cephalus,Fish,5.4,TRUE,SW,ug/L
1117,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus clarkii,Fish,26,TRUE,FW,ug/L
1118,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus clarkii,Fish,13.4,TRUE,FW,ug/L
1119,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus clarkii,Fish,5.4,TRUE,FW,ug/L
1120,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus clarkii,Fish,18.4,TRUE,FW,ug/L
1121,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus mykiss,Fish,25,TRUE,FW,ug/L
1122,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus mykiss,Fish,8,TRUE,FW,ug/L
1123,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oncorhynchus,Oncorhynchus mykiss,Fish,7.1,TRUE,FW,ug/L
1124,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Opsanus,Opsanus beta,Fish,68,TRUE,SW,ug/L
1125,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Opsanus,Opsanus beta,Fish,520,TRUE,SW,ug/L
1126,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Oreochromis,Oreochromis mossambicus,Fish,25.78,TRUE,FW,ug/L
1127,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Pimephales,Pimephales promelas,Fish,200,TRUE,FW,ug/L
1128,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Pimephales,Pimephales promelas,Fish,203,TRUE,FW,ug/L
1129,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Pteronarcys,Pteronarcys californica,Insect,10,TRUE,FW,ug/L
1130,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Salvelinus,Salvelinus namaycush,Fish,244,TRUE,FW,ug/L
1131,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Salvelinus,Salvelinus namaycush,Fish,227,TRUE,FW,ug/L
1132,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Salvelinus,Salvelinus namaycush,Fish,73,TRUE,FW,ug/L
1133,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Salvelinus,Salvelinus namaycush,Fish,205,TRUE,FW,ug/L
1134,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Salvelinus,Salvelinus namaycush,Fish,98,TRUE,FW,ug/L
1135,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Salvelinus,Salvelinus namaycush,Fish,140,TRUE,FW,ug/L
1136,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Sialis,Sialis lutaria,Insect,21700,TRUE,FW,ug/L
1137,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Sialis,Sialis lutaria,Insect,3.19,TRUE,FW,ug/L
1138,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Sialis,Sialis lutaria,Insect,1.55,TRUE,FW,ug/L
1139,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Sialis,Sialis lutaria,Insect,1.07,TRUE,FW,ug/L
1140,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Sialis,Sialis lutaria,Insect,0.96,TRUE,FW,ug/L
1141,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Tilapia,Tilapia guineensis,Fish,2,TRUE,SW,ug/L
1142,3383968,AChE inhibition,Organophosphate,Temephos,Daphnia,Daphnia magna,Crustacean,0.011,TRUE,FW,ug/L
1143,3383968,AChE inhibition,Organophosphate,Temephos,Gammarus,Gammarus lacustris,Crustacean,640,TRUE,FW,ug/L
1144,3383968,AChE inhibition,Organophosphate,Temephos,Gammarus,Gammarus lacustris,Crustacean,80,TRUE,FW,ug/L
1145,3383968,AChE inhibition,Organophosphate,Temephos,Neurocordulia,Neurocordulia virginiensis,Insect,2000,TRUE,FW,ug/L
1146,3383968,AChE inhibition,Organophosphate,Temephos,Oncorhynchus,Oncorhynchus clarkii,Fish,1000,TRUE,FW,ug/L
1147,3383968,AChE inhibition,Organophosphate,Temephos,Oncorhynchus,Oncorhynchus clarkii,Fish,1270,TRUE,FW,ug/L
1148,3383968,AChE inhibition,Organophosphate,Temephos,Oncorhynchus,Oncorhynchus mykiss,Fish,6800,TRUE,FW,ug/L
1149,3383968,AChE inhibition,Organophosphate,Temephos,Oncorhynchus,Oncorhynchus mykiss,Fish,3490,TRUE,FW,ug/L
1150,3383968,AChE inhibition,Organophosphate,Temephos,Pteronarcella,Pteronarcella badia,Insect,31,TRUE,FW,ug/L
1151,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,16000,TRUE,FW,ug/L
1152,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,19000,TRUE,FW,ug/L
1153,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,9000,TRUE,FW,ug/L
1154,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,20000,TRUE,FW,ug/L
1155,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,4000,TRUE,FW,ug/L
1156,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,19000,TRUE,FW,ug/L
1157,3383968,AChE inhibition,Organophosphate,Temephos,Salmo,Salmo salar,Fish,21000,TRUE,FW,ug/L
1158,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus fontinalis,Fish,10000,TRUE,FW,ug/L
1159,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus fontinalis,Fish,27000,TRUE,FW,ug/L
1160,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus fontinalis,Fish,17000,TRUE,FW,ug/L
1161,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus fontinalis,Fish,12800,TRUE,FW,ug/L
1162,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus namaycush,Fish,1050,TRUE,FW,ug/L
1163,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus namaycush,Fish,1250,TRUE,FW,ug/L
1164,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus namaycush,Fish,4800,TRUE,FW,ug/L
1165,3383968,AChE inhibition,Organophosphate,Temephos,Salvelinus,Salvelinus namaycush,Fish,3650,TRUE,FW,ug/L
1166,3383968,AChE inhibition,Organophosphate,Temephos,Tilapia,Tilapia zillii,Fish,30200,TRUE,FW,ug/L
1167,8065483,AChE inhibition,Organophosphate,Demeton,Daphnia,Daphnia pulex,Crustacean,14,TRUE,FW,ug/L
1168,8065483,AChE inhibition,Organophosphate,Demeton,Gammarus,Gammarus fasciatus,Crustacean,78,TRUE,FW,ug/L
1169,8065483,AChE inhibition,Organophosphate,Demeton,Gammarus,Gammarus fasciatus,Crustacean,48,TRUE,FW,ug/L
1170,8065483,AChE inhibition,Organophosphate,Demeton,Ictalurus,Ictalurus punctatus,Fish,3700,TRUE,FW,ug/L
1171,8065483,AChE inhibition,Organophosphate,Demeton,Lepomis,Lepomis macrochirus,Fish,42,TRUE,FW,ug/L
1172,8065483,AChE inhibition,Organophosphate,Demeton,Micropterus,Micropterus salmoides,Fish,148,TRUE,FW,ug/L
1173,8065483,AChE inhibition,Organophosphate,Demeton,Oncorhynchus,Oncorhynchus mykiss,Fish,520,TRUE,FW,ug/L
1174,8065483,AChE inhibition,Organophosphate,Demeton,Oncorhynchus,Oncorhynchus mykiss,Fish,600,TRUE,FW,ug/L
1175,8065483,AChE inhibition,Organophosphate,Demeton,Pimephales,Pimephales promelas,Fish,2900,TRUE,FW,ug/L
1176,8065483,AChE inhibition,Organophosphate,Demeton,Poecilia,Poecilia reticulata,Fish,660,TRUE,FW,ug/L
1177,8065483,AChE inhibition,Organophosphate,Demeton,Sander,Sander vitreus,Fish,230,TRUE,FW,ug/L
1178,13194484,AChE inhibition,Organophosphate,Ethoprop,Americamysis,Americamysis bahia,Crustacean,25.3,TRUE,SW,ug/L
1179,13194484,AChE inhibition,Organophosphate,Ethoprop,Americamysis,Americamysis bahia,Crustacean,23,TRUE,SW,ug/L
1180,13194484,AChE inhibition,Organophosphate,Ethoprop,Americamysis,Americamysis bahia,Crustacean,18.78,TRUE,SW,ug/L
1181,13194484,AChE inhibition,Organophosphate,Ethoprop,Americamysis,Americamysis bahia,Crustacean,7.5,TRUE,SW,ug/L
1182,13194484,AChE inhibition,Organophosphate,Ethoprop,Americamysis,Americamysis bahia,Crustacean,0.77,TRUE,SW,ug/L
1183,13194484,AChE inhibition,Organophosphate,Ethoprop,Americamysis,Americamysis bahia,Crustacean,0.98,TRUE,SW,ug/L
1184,13194484,AChE inhibition,Organophosphate,Ethoprop,Crassostrea,Crassostrea virginica,Mollusc,3700,TRUE,SW,ug/L
1185,13194484,AChE inhibition,Organophosphate,Ethoprop,Cyprinodon,Cyprinodon variegatus,Fish,958,TRUE,SW,ug/L
1186,13194484,AChE inhibition,Organophosphate,Ethoprop,Cyprinodon,Cyprinodon variegatus,Fish,740,TRUE,SW,ug/L
1187,13194484,AChE inhibition,Organophosphate,Ethoprop,Daphnia,Daphnia magna,Crustacean,93,TRUE,FW,ug/L
1188,13194484,AChE inhibition,Organophosphate,Ethoprop,Farfantepenaeus,Farfantepenaeus duorarum,Crustacean (Decapod),13,TRUE,SW,ug/L
1189,13194484,AChE inhibition,Organophosphate,Ethoprop,Lepomis,Lepomis macrochirus,Fish,300,TRUE,FW,ug/L
1190,13194484,AChE inhibition,Organophosphate,Ethoprop,Litopenaeus,Litopenaeus stylirostris,Crustacean (Decapod),6.4,TRUE,SW,ug/L
1191,13194484,AChE inhibition,Organophosphate,Ethoprop,Oncorhynchus,Oncorhynchus mykiss,Fish,1150,TRUE,FW,ug/L
1192,16752775,AChE inhibition,Carbamate,Methomyl,Americamysis,Americamysis bahia,Crustacean,230,TRUE,SW,ug/L
1193,16752775,AChE inhibition,Carbamate,Methomyl,Chironomus,Chironomus plumosus,Insect,88,TRUE,FW,ug/L
1194,16752775,AChE inhibition,Carbamate,Methomyl,Cyprinodon,Cyprinodon variegatus,Fish,1160,TRUE,SW,ug/L
1195,16752775,AChE inhibition,Carbamate,Methomyl,Daphnia,Daphnia longispina,Crustacean,4.71,TRUE,FW,ug/L
1196,16752775,AChE inhibition,Carbamate,Methomyl,Daphnia,Daphnia longispina,Crustacean,9.78,TRUE,FW,ug/L
1197,16752775,AChE inhibition,Carbamate,Methomyl,Daphnia,Daphnia longispina,Crustacean,7.43,TRUE,FW,ug/L
1198,16752775,AChE inhibition,Carbamate,Methomyl,Daphnia,Daphnia magna,Crustacean,31.7,TRUE,FW,ug/L
1199,16752775,AChE inhibition,Carbamate,Methomyl,Daphnia,Daphnia magna,Crustacean,8.8,TRUE,FW,ug/L
1200,16752775,AChE inhibition,Carbamate,Methomyl,Daphnia,Daphnia magna,Crustacean,24.17,TRUE,FW,ug/L
1201,16752775,AChE inhibition,Carbamate,Methomyl,Gammarus,Gammarus pseudolimnaeus,Crustacean,920,TRUE,FW,ug/L
1202,16752775,AChE inhibition,Carbamate,Methomyl,Ictalurus,Ictalurus punctatus,Fish,530,TRUE,FW,ug/L
1203,16752775,AChE inhibition,Carbamate,Methomyl,Lepomis,Lepomis macrochirus,Fish,2150,TRUE,FW,ug/L
1204,16752775,AChE inhibition,Carbamate,Methomyl,Lepomis,Lepomis macrochirus,Fish,1880,TRUE,FW,ug/L
1205,16752775,AChE inhibition,Carbamate,Methomyl,Lepomis,Lepomis macrochirus,Fish,1750,TRUE,FW,ug/L
1206,16752775,AChE inhibition,Carbamate,Methomyl,Lepomis,Lepomis macrochirus,Fish,860,TRUE,FW,ug/L
1207,16752775,AChE inhibition,Carbamate,Methomyl,Lepomis,Lepomis macrochirus,Fish,1050,TRUE,FW,ug/L
1208,16752775,AChE inhibition,Carbamate,Methomyl,Micropterus,Micropterus salmoides,Fish,1250,TRUE,FW,ug/L
1209,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus clarkii,Fish,6800,TRUE,FW,ug/L
1210,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1600,TRUE,FW,ug/L
1211,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1400,TRUE,FW,ug/L
1212,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1200,TRUE,FW,ug/L
1213,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1100,TRUE,FW,ug/L
1214,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1050,TRUE,FW,ug/L
1215,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1500,TRUE,FW,ug/L
1216,16752775,AChE inhibition,Carbamate,Methomyl,Oncorhynchus,Oncorhynchus mykiss,Fish,1600,TRUE,FW,ug/L
1217,16752775,AChE inhibition,Carbamate,Methomyl,Oreochromis,Oreochromis mossambicus,Fish,880,TRUE,FW,ug/L
1218,16752775,AChE inhibition,Carbamate,Methomyl,Oreochromis,Oreochromis niloticus,Fish,1810,TRUE,FW,ug/L
1219,16752775,AChE inhibition,Carbamate,Methomyl,Pimephales,Pimephales promelas,Fish,2110,TRUE,FW,ug/L
1220,16752775,AChE inhibition,Carbamate,Methomyl,Pseudorasbora,Pseudorasbora parva,Fish,425,TRUE,FW,ug/L
1221,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,1050,TRUE,FW,ug/L
1222,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,560,TRUE,FW,ug/L
1223,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,1220,TRUE,FW,ug/L
1224,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,1150,TRUE,FW,ug/L
1225,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,1120,TRUE,FW,ug/L
1226,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,700,TRUE,FW,ug/L
1227,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,640,TRUE,FW,ug/L
1228,16752775,AChE inhibition,Carbamate,Methomyl,Salmo,Salmo salar,Fish,1000,TRUE,FW,ug/L
1229,16752775,AChE inhibition,Carbamate,Methomyl,Salvelinus,Salvelinus fontinalis,Fish,2200,TRUE,FW,ug/L
1230,16752775,AChE inhibition,Carbamate,Methomyl,Salvelinus,Salvelinus fontinalis,Fish,1500,TRUE,FW,ug/L
1231,41198087,AChE inhibition,Organophosphate,Profenofos,Americamysis,Americamysis bahia,Crustacean,2.4,TRUE,SW,ug/L
1232,41198087,AChE inhibition,Organophosphate,Profenofos,Chironomus,Chironomus plumosus,Insect,1,TRUE,FW,ug/L
1233,41198087,AChE inhibition,Organophosphate,Profenofos,Crassostrea,Crassostrea virginica,Mollusc,263,TRUE,SW,ug/L
1234,41198087,AChE inhibition,Organophosphate,Profenofos,Daphnia,Daphnia magna,Crustacean,0.93,TRUE,FW,ug/L
1235,41198087,AChE inhibition,Organophosphate,Profenofos,Daphnia,Daphnia magna,Crustacean,2.8,TRUE,FW,ug/L
1236,41198087,AChE inhibition,Organophosphate,Profenofos,Farfantepenaeus,Farfantepenaeus duorarum,Crustacean (Decapod),4.6,TRUE,SW,ug/L
1237,41198087,AChE inhibition,Organophosphate,Profenofos,Gammarus,Gammarus pseudolimnaeus,Crustacean,0.8,TRUE,FW,ug/L
1238,41198087,AChE inhibition,Organophosphate,Profenofos,Ictalurus,Ictalurus punctatus,Fish,21,TRUE,FW,ug/L
1239,41198087,AChE inhibition,Organophosphate,Profenofos,Ictalurus,Ictalurus punctatus,Fish,18,TRUE,FW,ug/L
1240,41198087,AChE inhibition,Organophosphate,Profenofos,Lepomis,Lepomis macrochirus,Fish,19,TRUE,FW,ug/L
1241,41198087,AChE inhibition,Organophosphate,Profenofos,Lepomis,Lepomis macrochirus,Fish,13.5,TRUE,FW,ug/L
1242,41198087,AChE inhibition,Organophosphate,Profenofos,Oncorhynchus,Oncorhynchus mykiss,Fish,21,TRUE,FW,ug/L
1243,41198087,AChE inhibition,Organophosphate,Profenofos,Oncorhynchus,Oncorhynchus mykiss,Fish,23.5,TRUE,FW,ug/L
1244,41198087,AChE inhibition,Organophosphate,Profenofos,Oreochromis,Oreochromis mossambicus,Fish,272,TRUE,FW,ug/L
1245,41198087,AChE inhibition,Organophosphate,Profenofos,Pimephales,Pimephales promelas,Fish,333,TRUE,FW,ug/L
